CreditScore,Age,Balance,NumOfProducts,IsActiveMember,Geography_Germany,Geography_Spain,Gender_Male
0.811920853391223,-1.0804089397329906,-1.3314469330327654,2,1,0,0,1
-0.4351550387963467,-0.19076890704869345,-1.3314469330327654,3,0,0,0,0
1.451446951948951,-0.5861644771306033,-1.3314469330327654,2,0,0,1,1
0.49215780411235893,-0.09192001452821599,-1.3314469330327654,2,0,0,0,1
0.6094042555146091,-0.7838622621715582,1.0244512206054428,2,0,0,0,1
-0.6803067099101425,-0.4873155846101258,0.4571040120147346,1,1,1,0,0
-0.22197967261043738,-0.09192001452821599,-1.3314469330327654,2,1,0,1,1
1.3981531104024736,-0.38846669208964835,0.6274933312606555,2,0,1,0,1
-2.311098261232349,0.3034755555536938,0.9333611863528255,1,0,1,0,0
-0.03012184304311896,-0.7838622621715582,1.108239873792026,1,0,1,0,1
0.2896412062357451,-0.6850133696510807,0.7013343196736399,2,1,0,0,1
-0.648330404982256,0.6000222331151261,-0.17286353753312872,1,0,0,0,1
-0.5524014901985969,1.2919644807584685,0.6837936166023525,1,1,1,0,1
0.7053331702982683,0.3034755555536938,-1.3314469330327654,1,1,0,1,1
-1.5436669429630754,0.10577777051273891,1.1688350891725672,1,1,1,0,1
0.5880867188960182,-1.2781067247739455,-1.3314469330327654,2,1,0,0,1
2.154925660362452,0.7977200181560811,0.27771719766768993,1,0,1,0,1
0.9824611463399504,-0.9815600472125131,-1.3314469330327654,2,0,0,1,0
2.154925660362452,-0.5861644771306033,-1.3314469330327654,1,1,0,0,0
0.012513230194062912,-0.5861644771306033,0.43523966991535773,1,1,0,0,0
-0.6589891732915515,-0.4873155846101258,0.3601110180870055,1,0,1,0,0
-1.1173162105912566,1.5885111583199008,0.39987362066918314,2,1,1,0,0
0.39622888932869976,-1.0804089397329906,-1.3314469330327654,2,1,0,0,1
1.9204327575579516,-1.2781067247739455,0.8668599120312886,1,0,0,1,1
-0.5524014901985969,-1.179257832253468,-1.3314469330327654,2,0,0,1,0
-1.0640223690447792,-0.19076890704869345,0.813056493157673,1,0,0,1,1
-1.1173162105912566,-0.8827111546920356,1.0705960272400248,1,0,0,0,0
0.9931199146492459,0.8965689106765585,-0.04708488830897825,1,1,0,1,1
-1.213245125374916,-1.7723511873763327,0.3784090838689025,1,1,0,0,0
0.9824611463399504,-0.4873155846101258,0.4472804809957717,1,0,1,0,0
0.7373094752261548,-0.4873155846101258,0.2911453380295457,2,0,0,0,0
-0.648330404982256,-0.7838622621715582,0.8315692238818835,1,0,1,0,1
-0.08341568458959629,-1.179257832253468,1.885265469007538,2,0,0,1,1
0.49215780411235893,1.5885111583199008,0.5660552786787966,1,1,0,1,1
-2.0766053584278485,-0.2896177995691709,0.6361499071144879,1,0,1,0,0
0.22568859637997227,-1.179257832253468,-1.3314469330327654,1,1,0,1,1
0.9398260731027686,-1.4758045098149004,0.8851664600145538,1,1,0,1,0
-1.5010318697258935,-1.179257832253468,0.12601498363179525,2,0,0,0,0
-0.6803067099101425,0.006928877992261459,-1.3314469330327654,2,1,0,0,0
1.8564801477021788,-0.2896177995691709,0.7612051224335007,3,0,0,0,1
0.4388639625658816,-1.8712000798968103,0.8942215362134257,1,0,0,0,1
0.9398260731027686,0.20462666303321636,1.9707959096211918,1,0,0,0,1
-0.2432972092290283,1.0942666957175136,0.6449315954384985,1,0,0,1,1
-0.07275691628030083,-0.09192001452821599,0.33473683893309764,1,1,0,1,1
-1.490373101416598,0.006928877992261459,-1.3314469330327654,2,1,0,0,0
1.3874943420931782,-1.179257832253468,1.1211974150972142,1,0,1,0,0
-0.040780611352414425,0.5011733405946487,-1.128213551374341,1,0,0,1,0
1.089048829432905,-0.5861644771306033,-1.3314469330327654,1,0,0,0,0
-1.2665389669213931,0.20462666303321636,0.19561601319557093,2,0,0,0,1
-0.08341568458959629,2.478151191004198,0.5613523873780023,1,1,0,0,0
-0.1473682944453691,0.006928877992261459,-0.21874539592530207,1,1,0,0,0
